bundle,name,prefix,action,part,set_id,direction,frame,offset_x,offset_y,draw_x_formula,draw_y_formula,has_embedded_texture,width,height,texture_format,sprite_pivot_x,sprite_pivot_y,pixels_per_unit
shirt_m_checks,h_crr_rs_2101_7_0,h,crr,rs,2101,7,0,-42,44,-offset_x,-offset_y,True,8,18,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2101_7_0,h,crr,ls,2101,7,0,-17,44,-offset_x,-offset_y,True,8,18,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2101_6_0,h,crr,rs,2101,6,0,-45,46,-offset_x,-offset_y,True,5,19,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2101_6_0,h,crr,ls,2101,6,0,-17,42,-offset_x,-offset_y,True,14,20,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2101_5_0,h,crr,ls,2101,5,0,-26,45,-offset_x,-offset_y,True,13,21,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2101_5_0,h,crr,rs,2101,5,0,-26,42,-offset_x,-offset_y,True,13,17,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2101_4_0,h,crr,rs,2101,4,0,-17,48,-offset_x,-offset_y,True,7,21,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2101_4_0,h,crr,ls,2101,4,0,-36,47,-offset_x,-offset_y,True,11,25,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2101_3_0,h,crr,rs,2101,3,0,-18,47,-offset_x,-offset_y,True,7,20,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2101_3_0,h,crr,ls,2101,3,0,-42,47,-offset_x,-offset_y,True,7,20,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2101_2_0,h,crr,rs,2101,2,0,-19,46,-offset_x,-offset_y,True,11,24,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2101_2_0,h,crr,ls,2101,2,0,-43,46,-offset_x,-offset_y,True,7,20,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2101_1_0,h,crr,rs,2101,1,0,-27,41,-offset_x,-offset_y,True,13,18,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2101_1_0,h,crr,ls,2101,1,0,-27,44,-offset_x,-offset_y,True,13,18,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2101_0_0,h,crr,rs,2101,0,0,-37,43,-offset_x,-offset_y,True,14,21,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2101_0_0,h,crr,ls,2101,0,0,-18,46,-offset_x,-offset_y,True,3,17,4,0.5,0.5,100.0
shirt_m_checks,sh_std_rs_2100_7_0,sh,std,rs,2100,7,0,-22,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ls_2100_7_0,sh,std,ls,2100,7,0,-8,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ch_2100_7_0,sh,std,ch,2100,7,0,-10,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ch_2100_3_0,sh,std,ch,2100,3,0,-9,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_rs_2100_3_0,sh,std,rs,2100,3,0,-7,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ls_2100_3_0,sh,std,ls,2100,3,0,-21,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ls_2100_2_0,sh,std,ls,2100,2,0,-20,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ch_2100_2_0,sh,std,ch,2100,2,0,-9,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_rs_2100_2_0,sh,std,rs,2100,2,0,-7,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ch_2100_1_0,sh,std,ch,2100,1,0,-11,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ls_2100_1_0,sh,std,ls,2100,1,0,-13,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_rs_2100_1_0,sh,std,rs,2100,1,0,-13,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ls_2100_0_0,sh,std,ls,2100,0,0,-9,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ch_2100_0_0,sh,std,ch,2100,0,0,-9,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_rs_2100_0_0,sh,std,rs,2100,0,0,-17,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ch_2101_2_0,sh,std,ch,2101,2,0,-10,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ch_2101_7_0,sh,std,ch,2101,7,0,-10,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ch_2101_3_0,sh,std,ch,2101,3,0,-10,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ch_2101_1_0,sh,std,ch,2101,1,0,-12,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ch_2101_0_0,sh,std,ch,2101,0,0,-10,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_rs_2101_7_0,sh,std,rs,2101,7,0,-22,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ls_2101_7_0,sh,std,ls,2101,7,0,-9,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_rs_2101_3_0,sh,std,rs,2101,3,0,-8,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ls_2101_3_0,sh,std,ls,2101,3,0,-21,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ls_2101_2_0,sh,std,ls,2101,2,0,-20,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_rs_2101_2_0,sh,std,rs,2101,2,0,-8,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ls_2101_1_0,sh,std,ls,2101,1,0,-13,21,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_rs_2101_1_0,sh,std,rs,2101,1,0,-13,21,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_ls_2101_0_0,sh,std,ls,2101,0,0,-10,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_std_rs_2101_0_0,sh,std,rs,2101,0,0,-17,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_7_0,sh,wlk,rs,2100,7,0,-22,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_7_1,sh,wlk,rs,2100,7,1,-21,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_7_2,sh,wlk,rs,2100,7,2,-22,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_7_3,sh,wlk,rs,2100,7,3,-22,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_7_0,sh,wlk,ls,2100,7,0,-8,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_7_1,sh,wlk,ls,2100,7,1,-8,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_7_2,sh,wlk,ls,2100,7,2,-8,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_7_3,sh,wlk,ls,2100,7,3,-8,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_3_0,sh,wlk,rs,2100,3,0,-7,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_3_1,sh,wlk,rs,2100,3,1,-7,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_3_2,sh,wlk,rs,2100,3,2,-7,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_3_3,sh,wlk,rs,2100,3,3,-7,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_3_0,sh,wlk,ls,2100,3,0,-21,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_3_1,sh,wlk,ls,2100,3,1,-20,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_3_2,sh,wlk,ls,2100,3,2,-21,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_3_3,sh,wlk,ls,2100,3,3,-21,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_2_0,sh,wlk,ls,2100,2,0,-20,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_2_1,sh,wlk,ls,2100,2,1,-20,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_2_2,sh,wlk,ls,2100,2,2,-20,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_2_3,sh,wlk,ls,2100,2,3,-19,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_2_0,sh,wlk,rs,2100,2,0,-7,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_2_1,sh,wlk,rs,2100,2,1,-6,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_2_2,sh,wlk,rs,2100,2,2,-7,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_2_3,sh,wlk,rs,2100,2,3,-7,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_0_0,sh,wlk,ls,2100,0,0,-8,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_0_1,sh,wlk,ls,2100,0,1,-9,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_0_2,sh,wlk,ls,2100,0,2,-8,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_0_3,sh,wlk,ls,2100,0,3,-7,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_0_0,sh,wlk,rs,2100,0,0,-18,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_0_1,sh,wlk,rs,2100,0,1,-17,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_0_2,sh,wlk,rs,2100,0,2,-18,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_0_3,sh,wlk,rs,2100,0,3,-18,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_1_0,sh,wlk,ls,2100,1,0,-13,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_1_1,sh,wlk,ls,2100,1,1,-14,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_1_2,sh,wlk,ls,2100,1,2,-13,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2100_1_3,sh,wlk,ls,2100,1,3,-9,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_1_0,sh,wlk,rs,2100,1,0,-13,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_1_1,sh,wlk,rs,2100,1,1,-10,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_1_2,sh,wlk,rs,2100,1,2,-13,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2100_1_3,sh,wlk,rs,2100,1,3,-13,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_7_0,sh,wlk,rs,2101,7,0,-22,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_7_1,sh,wlk,rs,2101,7,1,-21,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_7_2,sh,wlk,rs,2101,7,2,-22,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_7_3,sh,wlk,rs,2101,7,3,-22,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_7_0,sh,wlk,ls,2101,7,0,-9,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_7_1,sh,wlk,ls,2101,7,1,-9,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_7_2,sh,wlk,ls,2101,7,2,-9,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_7_3,sh,wlk,ls,2101,7,3,-9,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_3_0,sh,wlk,rs,2101,3,0,-8,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_3_1,sh,wlk,rs,2101,3,1,-8,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_3_2,sh,wlk,rs,2101,3,2,-8,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_3_3,sh,wlk,rs,2101,3,3,-8,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_3_0,sh,wlk,ls,2101,3,0,-21,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_3_1,sh,wlk,ls,2101,3,1,-21,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_3_2,sh,wlk,ls,2101,3,2,-21,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_3_3,sh,wlk,ls,2101,3,3,-21,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_2_0,sh,wlk,ls,2101,2,0,-20,21,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_2_1,sh,wlk,ls,2101,2,1,-20,21,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_2_2,sh,wlk,ls,2101,2,2,-20,21,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_2_3,sh,wlk,ls,2101,2,3,-19,21,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_2_0,sh,wlk,rs,2101,2,0,-8,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_2_1,sh,wlk,rs,2101,2,1,-7,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_2_2,sh,wlk,rs,2101,2,2,-8,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_2_3,sh,wlk,rs,2101,2,3,-8,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_0_0,sh,wlk,ls,2101,0,0,-9,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_0_1,sh,wlk,ls,2101,0,1,-10,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_0_2,sh,wlk,ls,2101,0,2,-9,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_0_3,sh,wlk,ls,2101,0,3,-8,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_0_0,sh,wlk,rs,2101,0,0,-18,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_0_1,sh,wlk,rs,2101,0,1,-18,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_0_2,sh,wlk,rs,2101,0,2,-18,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_0_3,sh,wlk,rs,2101,0,3,-18,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_1_0,sh,wlk,ls,2101,1,0,-13,21,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_1_1,sh,wlk,ls,2101,1,1,-14,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_ls_2101_1_2,sh,wlk,ls,2101,1,2,-10,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_1_0,sh,wlk,rs,2101,1,0,-13,21,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_1_1,sh,wlk,rs,2101,1,1,-11,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_1_2,sh,wlk,rs,2101,1,2,-13,21,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wlk_rs_2101_1_3,sh,wlk,rs,2101,1,3,-13,21,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_0_0,sh,wav,ls,2100,0,0,-5,29,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_0_1,sh,wav,ls,2100,0,1,-4,29,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_1_0,sh,wav,ls,2100,1,0,-16,30,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_1_1,sh,wav,ls,2100,1,1,-16,30,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_2_0,sh,wav,ls,2100,2,0,-18,29,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_2_1,sh,wav,ls,2100,2,1,-18,29,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_3_0,sh,wav,ls,2100,3,0,-20,30,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_3_1,sh,wav,ls,2100,3,1,-20,30,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_7_0,sh,wav,ls,2100,7,0,-5,29,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_7_1,sh,wav,ls,2100,7,1,-3,29,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_4_0,sh,wav,ls,2100,4,0,-19,28,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_4_1,sh,wav,ls,2100,4,1,-19,27,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_5_0,sh,wav,ls,2100,5,0,-10,29,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_5_1,sh,wav,ls,2100,5,1,-11,29,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_6_0,sh,wav,ls,2100,6,0,-2,27,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2100_6_1,sh,wav,ls,2100,6,1,-3,27,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_0_0,sh,wav,ls,2101,0,0,-6,28,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_0_1,sh,wav,ls,2101,0,1,-5,28,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_1_0,sh,wav,ls,2101,1,0,-17,29,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_1_1,sh,wav,ls,2101,1,1,-17,29,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_2_0,sh,wav,ls,2101,2,0,-19,28,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_2_1,sh,wav,ls,2101,2,1,-19,28,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_3_0,sh,wav,ls,2101,3,0,-20,29,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_3_1,sh,wav,ls,2101,3,1,-20,29,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_7_0,sh,wav,ls,2101,7,0,-6,28,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_7_1,sh,wav,ls,2101,7,1,-4,28,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_4_0,sh,wav,ls,2101,4,0,-19,27,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_4_1,sh,wav,ls,2101,4,1,-19,26,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_5_0,sh,wav,ls,2101,5,0,-11,27,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_5_1,sh,wav,ls,2101,5,1,-12,27,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_6_0,sh,wav,ls,2101,6,0,-3,26,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_wav_ls_2101_6_1,sh,wav,ls,2101,6,1,-4,26,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_lay_ls_2100_2_0,sh,lay,ls,2100,2,0,-7,12,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_lay_ch_2100_2_0,sh,lay,ch,2100,2,0,2,11,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_lay_rs_2100_2_0,sh,lay,rs,2100,2,0,2,7,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_lay_ls_2101_2_0,sh,lay,ls,2101,2,0,-7,11,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_lay_ch_2101_2_0,sh,lay,ch,2101,2,0,1,11,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_lay_rs_2101_2_0,sh,lay,rs,2101,2,0,1,7,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2100_0_0,sh,drk,rs,2100,0,0,-19,25,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2100_1_0,sh,drk,rs,2100,1,0,-15,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2100_2_0,sh,drk,rs,2100,2,0,-9,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2100_3_0,sh,drk,rs,2100,3,0,-7,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2100_4_0,sh,drk,rs,2100,4,0,-5,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2100_7_0,sh,drk,rs,2100,7,0,-20,26,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2100_5_0,sh,drk,rs,2100,5,0,-7,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2100_6_0,sh,drk,rs,2100,6,0,-11,25,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2101_0_0,sh,drk,rs,2101,0,0,-19,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2101_1_0,sh,drk,rs,2101,1,0,-15,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2101_2_0,sh,drk,rs,2101,2,0,-10,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2101_3_0,sh,drk,rs,2101,3,0,-8,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2101_4_0,sh,drk,rs,2101,4,0,-6,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2101_7_0,sh,drk,rs,2101,7,0,-21,25,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2101_5_0,sh,drk,rs,2101,5,0,-8,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_drk_rs_2101_6_0,sh,drk,rs,2101,6,0,-12,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2100_0_0,sh,crr,rs,2100,0,0,-17,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_ls_2100_0_0,sh,crr,ls,2100,0,0,-8,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2100_1_0,sh,crr,rs,2100,1,0,-13,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_ls_2100_1_0,sh,crr,ls,2100,1,0,-13,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_ls_2100_2_0,sh,crr,ls,2100,2,0,-20,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2100_2_0,sh,crr,rs,2100,2,0,-8,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2100_3_0,sh,crr,rs,2100,3,0,-6,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_ls_2100_3_0,sh,crr,ls,2100,3,0,-19,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2100_4_0,sh,crr,rs,2100,4,0,-8,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2100_5_0,sh,crr,rs,2100,5,0,-9,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_ls_2100_6_0,sh,crr,ls,2100,6,0,-21,24,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2100_7_0,sh,crr,rs,2100,7,0,-22,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_ls_2100_7_0,sh,crr,ls,2100,7,0,-8,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2101_0_0,sh,crr,rs,2101,0,0,-17,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_ls_2101_0_0,sh,crr,ls,2101,0,0,-9,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2101_1_0,sh,crr,rs,2101,1,0,-13,21,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_ls_2101_1_0,sh,crr,ls,2101,1,0,-13,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_ls_2101_2_0,sh,crr,ls,2101,2,0,-20,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2101_2_0,sh,crr,rs,2101,2,0,-9,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2101_3_0,sh,crr,rs,2101,3,0,-7,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_ls_2101_3_0,sh,crr,ls,2101,3,0,-19,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2101_4_0,sh,crr,rs,2101,4,0,-9,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2101_5_0,sh,crr,rs,2101,5,0,-10,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_ls_2101_6_0,sh,crr,ls,2101,6,0,-21,23,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_rs_2101_7_0,sh,crr,rs,2101,7,0,-22,22,-offset_x,-offset_y,False,,,,,,
shirt_m_checks,sh_crr_ls_2101_7_0,sh,crr,ls,2101,7,0,-9,22,-offset_x,-offset_y,False,,,,,,
trousers_u_baggy,h_std_lg_2129_0_0,h,std,lg,2129,0,0,-19,24,-offset_x,-offset_y,True,24,28,4,0.5,0.5,100.0
